조사지역,조사기관,1위 후보,1위 지지율(%),2위 후보,2위 지지율(%),격차(%p),링크,제목,본문내용
울산시장 민주,미상,김상욱,42.4,김두겸,38.4,4.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5011494&exception_mode=recommend&search_head=100&page=5,울산시장 민주 김상욱 42.4% 국힘 김두겸 38.4%,"이번 조사는 95% 신뢰수준에서 최대 허용 표본오차 ±3.1%포인트, 응답률은 7.7%다. 구조화된 질문지를 사용한 전화자동응답(ARS) 조사로, 3개 통신사에서 제공한 휴대전화 가상번호(80.3%)와 가구전화 RDD(19.7%)를 혼용했다. 표본은 비례할당에 의한 무작위 추출법을 활용했고, 2026년 3월 말 기준 행정안전부 주민등록 인구통계 기준 성별·연령별·권역별 가중치를 부여(셀가중)했다. - dc official App"
대구시장,에이스리서치,김부겸,49.2,추경호,35.1,14.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5011476&exception_mode=recommend&search_head=100&page=5,에이스리서치 : 대구시장 김부겸 49.2% v 추경호 35.1%,"이번 조사는 대구MBC의 의뢰로 에이스리서치가 4월 18일~19일 2일간 대구광역시에 거주하는 만 18세 이상 성인 남녀를 대상으로 ARS 조사/100%(무선/가상 번호)를 통해 실시됐습니다. 표본오차는 95% 신뢰수준에 ±3.1% 포인트이고, 응답률은 5.3%입니다. 자세한 내용은 중앙선거여론조사심의위원회 홈페이지를 참조하면 됩니다. - dc official App"
,리얼미터,이재명,65.5,민주,50.5,15.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5011079&exception_mode=recommend&search_head=100&page=5,리얼미터 : 이재명 65.5% 민주 50.5% 국힘 31.4%,
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5011173&exception_mode=recommend&search_head=100&page=5,여조꽃 : 경북,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,미상,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5011169&exception_mode=recommend&search_head=100&page=5,여조꽃 정례조사,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
경기,토마토,부천시,57.5,국힘,20.7,36.8,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5011080&exception_mode=recommend&search_head=100&page=5,토마토 : 경기 부천시 57.5% 국힘 20.7%,"정치 성향별로 보면 중도층에선 조용익 30.4% 대 서진웅 21.3%였습니다. 여권의 핵심 기반인 진보층에선 서진웅 38.3% 대 조용익 35.4%로 집계됐습니다. 지지 정당별로 보면 민주당 지지층에선 서진웅 37.9% 대 조용익 37.1%였습니다.조사개요이번 조사는 뉴스토마토 의뢰로 미디어토마토가 4월11일부터 12일까지 이틀간 만 18세 이상 경기 부천시 거주 성인남녀 501명을 대상으로 실시됐으며, 표본오차는 95% 신뢰수준에 ±4.4%포인트입니다. 휴대전화 가상번호(안심번호)를 활용한 무선 ARS(자동응답) 방식으로 진행됐으며, 응답률은 6.2%로 집계됐습니다. 2026년 3월 말 행정안전부 주민등록 인구를 기준으로 성별·연령별·지역별 가중값을 산출했고 셀가중을 적용했습니다. 그 밖의 자세한 조사 개요와 결과는 중앙선거여론조사심의위원회 홈페이지를 참조하면 됩니다.p.s 실제 민주당 부천시장 후보로는 조용익 현 시장이 선출됨."
경기 안산갑,데일리리서치,민주,60.1,국힘,24.0,36.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5009804&exception_mode=recommend&search_head=100&page=5,데일리리서치 : 경기 안산갑 민주 60.1% 국힘 24%,"민주당 지지층에서는 전해철 전 장관 35.3%을 얻었으며 김남국 전 의원이 28.9%를 획득하며 오차범위 내 접전을 벌였다. 김용 전 부원장은 13.8%을 나타났다.19일 중부일보 의뢰로 여론조사기관 ㈜데일리리서치가 안산시 갑선거구 거주 만 18세 이상 남녀 500명을 대상으로 지난 14일부터 15일까지 이틀간 실시한 여론조사 결과(95% 신뢰수준에 오차범위 ±4.4%p)에 따르면 선호 정당을 묻는 질문에 응답자 60.1%가 민주당이라고 답했다.국민의힘은 24.0%로, 두 정당 간 격차는 36.1%p였다.개혁신당 1.9%, 조국혁신당 1.8%, 진보당은 1.1%였다.기타정당은 3.0%였고, 없다(6.7%)와 잘 모르겠다(1.5%) 등 부동층은 8.2%였다.조사개요중부일보가 여론조사기관 ㈜데일리리서치에 의뢰해 실시한 이번 여론조사는 4월 14일부터 15일까지 이틀간 안산시 갑선거구에 거주하는 만 18세 이상 남녀 500명을 대상으로 구조화된 설문지를 이용해 통신사가 제공한 무선 가상번호 ARS 여론조사 방식(무작위추출)으로 진행됐다. 무선 비율은 100%다. 표본오차는 95% 신뢰수준에 ±4.4%p, 응답률은 6.4%다. 통계보정은 2026년 3월 말 행정안전부 주민등록 인구통계 기준 성별·연령별·지역별 가중값(셀가중)을 부여했다. 자세한 내용은 중앙선거여론조사심의위원회 홈페이지를 참고하면 된다."
서울 송파구 李 58.2%,토마토,민주,45.1,국힘,30.5,14.6,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5005402&exception_mode=recommend&search_head=100&page=5,토마토 : 서울 송파구 李 58.2% 민주 45.1% 국힘 30.5%,"지지 정당별로 보면 민주당 지지층 조재희 33.1% 대 박성수 19.6% 대 박용모 14.4% 대 임동국 5.0% 대 안성용 3.1%로, 조 전 비서관이 지지세가 높게 나타났습니다.조사개요이번 조사는 뉴스토마토 의뢰로 미디어토마토가 4월11일부터 12일까지 이틀간 만 18세 이상 서울 송파구 거주 성인남녀 804명을 대상으로 실시됐으며, 표본오차는 95% 신뢰수준에 ±3.5%포인트입니다. 휴대전화 가상번호(안심번호)를 활용한 무선 ARS(자동응답) 방식으로 진행됐으며, 응답률은 5.2%로 집계됐습니다. 2026년 3월 말 행정안전부 주민등록 인구를 기준으로 성별·연령별·지역별 가중값을 산출했고 셀가중을 적용했습니다. 그 밖의 자세한 조사 개요와 결과는 중앙선거여론조사심의위원회 홈페이지를 참조하면 됩니다."
서울 성동구,윈지코리아,민주,52.5,국힘,28.5,24.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5007560&exception_mode=recommend&search_head=100&page=5,윈지코리아 : 서울 성동구 민주 52.5% 국힘 28.5%,자세한 사항은 중앙선관위 여론조사심의위원회 홈페이지 참조----------------------------3월 20일 - 21일 조사. 현재 민주당 유보화 - 이인화 경선 결선 진행했음보면 알겠지만 이재명 45.19% - 김문수 43.14% - 이준석 10.37% 득표를 기록한 성동구에서 이번 여론조사 속 500명들의 투표 기록을 보면표준화 이후 이재명 55.6% - 김문수 22.2% - 이준석 7.4% - 기타 다른 후보 4% - 안함/잘모름 10.8%라는 것을 볼 수 있음이는 딱히 이상한 것이 아니며 국힘 연성 지지층의 여론조사 내지 투표 열의가 상당히 떨어져 있음을 방증하는 것으로 보임.
충남천안,코리아정보리서치,민주,64.4,국힘,23.6,40.8,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5005418&exception_mode=recommend&search_head=100&page=5,"코리아정보리서치: 충남천안, 민주 64.4% 국힘 23.6%","https://m.newspago.com/118651 [뉴스파고] 민주당 천안시장 후보 적합도 ‘초접전’… 1~4위 모두 오차범위 내 혼전[뉴스파고=한광수 기자] 제9회 전국동시지방선거를 앞두고 실시된 천안시장 여론조사에서 더불어민주당 후보들의 본선 경쟁력이 오차범위 내에서 팽팽하게 맞붙고 있는 것으로 나타났다. 정당 지지율에서는 민주당이 강세를 보이고 있어, 향후 진행될 민주당 내 경선 결과가 사실상 선거의 최대 승부처가 될 전망이다. 뉴스파고 의뢰로 코리아정보리서치가 지난 14일부터 이틀m.newspago.com○천안시장 민주당 후보적합도이규희 21.6% 장기수 21% 한태선 18.2%○천안시장으로 어느정당 투표하겠는가민주 62.2% 국힘 27.1%"
부산 남구,에스티이노베이션,민주,42.2,국힘,37.2,5.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5004436&exception_mode=recommend&search_head=100&page=5,에스티이노베이션 : 부산 남구 민주 42.2% 국힘 37.2%,"부산 남구청장 선거에서 국민의힘 후보로 누가 선정되면 적합한지를 물었더니 오은택 남구청장이 32.2%로 1위를 차지했다. 18.0%로 2위를 한 김광명 전 시의원을 큰 격차로 앞선 것이다.일찌감치 단수 공천을 받아 선거를 뛰고 있는 더불어민주당 박재범 전 구청장은 오 구청장과 김 전 시의원 간의 가상대결에서 모두 앞서는 것으로 나타났다.이 같은 사실은 본보(오륙도신문) 의뢰로 여론조사전문업체 (주)에스티이노베이션이 지난 14일과 15일 이틀간 부산 남구에 거주하는 만 18세 이상 남녀 500명을 대상을 실시한 여론 조사 결과 밝혀졌다.이번 여론조사에서 국민의힘 후보 적합도를 묻는 질문에 오은택 남구청장이 32.2%를 기록, 18.0%를 얻은 김광명 전 시의원을 크게 앞섰다.'없음' 25.5%, '잘 모름' 16.3%, 그 외 인물 8.0% 등 절반 가까운 응답자들이 마땅한 후보를 정하지 못한 것으로 집계됐다. 당협 위원장인 박수영 의원과 오은택 구청장 간의 불화설이 어느 정도 영향을 미쳤을 것이라는 해석이 나온다.부산 남구청장 선거는 더불어민주당 박재범 전 구청장은 일찌감치 단수 공천을 받아 선거에 나서고 있지만 국민의힘은 오은택 구청장과 김광명 전 시의원이 경선이 예상된다.가상 양자 대결에서 더불어민주당 박재범 전 구청장이 오은택 구청장과 김광명 전 시의원을 모두 앞서는 결과가 나왔다.박재범 전 구청장과 오은택 구청장 간 대결은 박재범 45.7%, 오은택 37.1%로 나타났다. 두 후보 간 격차는 8.6포인트로 오차범위 내다. ‘그 외 인물’은 5.3%, '투표할 인물 없다'는 응답은 5.7%, '잘 모르겠다'는 6.3%였다.재범 전 구청장과 김광명 전 시의원 간 대결에서는 박재범 45.9%, 김광명 30.7%로 집계됐다. 이밖에 ‘그 외 인물’ 5.2%, '없다' 9.7%, '잘 모르겠다' 8.5%로 나타났다.부산시장선거 가상대결에서는 더불어민주당 전재수 의원이 국민의힘 박형준 시장과 주진우 의원을 모두 앞선 것으로 조사됐다. 전 의원과 박 시장의 가상대결에서는 전 의원이 45.4%를 기록해 40.3%를 얻은 박형준 시장을 5.1%포인트 앞섰다. ‘그 외 인물’은 4.8%, ‘없다’는 4.4%, ‘잘 모르겠다’ 5.0%.전 의원과 주 의원의 가상대결에서도 전 의원이 45.3%, 주 의원이 32.7%를 각각 차지했다.‘그 외 인물’은 7.5%, ‘없다’는 7.4%, ‘잘 모르겠다’ 7.1%.정당 호감도는 더불어민주당이 42.2%, 국민의힘 37.2%로 조사돼 더불어민주당이 오차범위 내에서 앞섰다. 이어 조국혁신당 2.6%, 진보당 1.9%, 개혁신당 2.3%, 기타 정당 1.9% 순이었다. ‘지지 정당이 없다’는 응답은 9.8%, '잘 모르겠음'은 2.1%로 나타났다.이번 조사는 ARS 전화조사 방식으로 진행됐다. 무선 가상번호 100%. 표본오차는 95% 신뢰수준에서 ±4.4%포인트, 응답률은 12.8%다. 자세한 내용은 중앙선거여론조사심의위원회 홈페이지에서 확인할 수 있다."
,한국갤럽,이재명,66.0,민주,48.0,18.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5004322&exception_mode=recommend&search_head=100&page=5,한국갤럽 : 이재명 66% 민주 48% 국힘 19%,"조사 개요- 조사기간: 2026년 4월 14~16일- 표본추출: 이동통신 3사 제공 무선전화 가상번호 무작위 추출- 응답방식: 전화조사원 인터뷰(CATI)- 조사대상: 전국 만 18세 이상 1,000명- 표본오차: ±3.1%포인트(95% 신뢰수준) – 주요 지표 표준오차·신뢰구간·상대표준오차 제시- 접촉률: 38.6%(전체 투입 유효 번호 대비 통화 연결)- 응답률: 13.8%(총통화 7,246명 중 1,000명 응답 완료)- 의뢰처: 한국갤럽 자체 조사이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조"
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5004132&exception_mode=recommend&search_head=100&page=5,여조꽃 : 경남,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5004127&exception_mode=recommend&search_head=100&page=5,여조꽃 : 울산,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5004123&exception_mode=recommend&search_head=100&page=5,여조꽃 : 부산,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5004121&exception_mode=recommend&search_head=100&page=5,여조꽃 : 서울,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
민주당 지지층 보완수사권,미상,찬성,44.0,반대,39.0,5.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5003441&exception_mode=recommend&search_head=100&page=5,민주당 지지층 보완수사권 찬성 44 반대 39,https://n.news.naver.com/article/022/0004121431?sid=162
부산,한국사회여론연구소,전재수,48.0,박형준,35.2,12.8,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5003037&exception_mode=recommend&search_head=100&page=5,"한국사회여론연구소: 부산,  전재수 48% 박형준 35.2%","○정당 지지층별 지지율민주당 지지층 - 전재수 92.7%국힘 지지층- 박형준 81.2%조혁 지지층- 전재수 63%개신 지지층 - 전재수 36% 박형준 40.6%○부동층jtbc - 18% 부산 mbc, ksoi- 10.7%※여조개요는 사진에 있음"
민주당 지지층 정청래 대표,미상,긍정,73.0,-,0.0,73.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5002180&exception_mode=recommend&search_head=100&page=6,민주당 지지층 정청래 대표 긍정 73%,jtbc 의뢰 여조임 https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18253&menuNo=200467&searchTime=::%20%EB%82%A0%EC%A7%9C%EA%B5%AC%EB%B6%84%20::&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=2&searchWrd=jtbc&pageIndex=1 중앙선거여론조사심의위원회중앙선거여론조사심의위원회www.nesdc.go.kr
